COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 13/09/2024 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTIEMBRE DE 2024; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 32059 
 NOMBRE    : VILLA DE COS (SMN) 
 ESTADO    : ZACATECAS 
 MUNICIPIO : VILLA DE COS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 23.28888889 ° 
 LONGITUD  : -102.3441667 ° 
 ALTITUD   : 1999 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
2005-01-30	0	4.4	22	-3
2005-01-31	0	4.9	21	2
2005-02-01	0	4.59	18	2
2005-02-02	4	6.99	11	1
2005-02-03	5.2	7.68	15	2
2005-02-04	10.6	5.5	15	3
2005-02-05	0	2.85	11	4
2005-02-06	0	3.09	16	4
2005-02-07	0	4.53	18	1
2005-02-08	0	3.55	21	3
2005-02-09	0	3.93	21	4
2005-02-10	0	5.65	21	4
2005-02-11	0	3.35	21	6
2005-02-12	0	4.4	18	5
2005-02-13	0	3.94	18	3
2005-02-14	0	3.65	22	-2
2005-02-15	0	6.91	23	-1
2005-02-16	0	8.5	24	8
2005-02-17	0	5.92	23	3
2005-02-18	0	4.57	21	2
2005-02-19	0	5.5	21	2
2005-02-20	0	6.16	15	3
2005-02-21	0	3.71	19	6
2005-02-22	1	2.77	18	6
2005-02-23	4	4.49	20	-1
2005-02-24	0	2.75	16	1
2005-02-25	15.5	2.01	11	3
2005-02-26	0	2.4	11	3
2005-02-27	0	4.95	17	-2
2005-02-28	0	3.9	15	-2
2005-03-01	0	5.44	19	-2
2005-03-02	1.4	4.09	14	1
2005-03-03	0	4.16	17	1
2005-03-04	0	5.25	20	0
2005-03-05	0	3.15	14	3
2005-03-06	0	5.76	21	4
2005-03-07	0	7.22	19	5
2005-03-08	0	5.76	15	0
2005-03-09	0	5.94	15	-2
2005-03-10	0	4.37	20	-3
2005-03-11	0	4.92	18	1
2005-03-12	0	7.48	22	-1
2005-03-13	0	7.66	21	1
2005-03-14	0	6.45	20	-2
2005-03-15	0	8.37	17	0
2005-03-16	0	7.78	17	-1
2005-03-17	0	7.74	17	-5
2005-03-18	0	7.99	23	-2
2005-03-19	0	8.67	23	6
2005-03-20	0	8.74	23	3
2005-03-21	0	10.58	25	6
2005-03-22	0	9	22	1
2005-03-23	0	9	25	2
2005-03-24	0	11.66	24	5
2005-03-25	0	11.03	22	7
2005-03-26	0	8.26	25	7
2005-03-27	0	7.18	18	-1
2005-03-28	0	10.87	27	-1
2005-03-29	0	8.9	27	2
2005-03-30	0	9.4	25	0
2005-03-31	0	10.36	25	2
2005-04-01	0	6.65	14	2
2005-04-02	0	7.02	24	-5
2005-04-03	0	11.33	27	0
2005-04-04	0	10.95	26	8
2005-04-05	0	8.39	27	7
2005-04-06	0	10	24	3
2005-04-07	0	11.08	25	2
2005-04-08	0	11.62	28	4
2005-04-09	0	5.05	24	8
2005-04-10	0	8.66	24	11
2005-04-11	0	10.04	26	1
2005-04-12	0	6.12	27	2
2005-04-13	0	7.48	28	6
2005-04-14	0	8.25	27	9
2005-04-15	0	6.93	28	8
2005-04-16	0	5.08	27	7
2005-04-17	0	7.72	28	5
2005-04-18	0	5.58	27	8
2005-04-19	0	10.61	23	10
2005-04-20	0	9.65	27	9
2005-04-21	0	8.64	28	12
2005-04-22	0	11.65	28	12
2005-04-23	0	8.71	27	8
2005-04-24	0	10.8	26	11
2005-04-25	0	9.7	25	7
2005-04-26	0	10	25	3
2005-04-27	0	11.42	27	4
2005-04-28	0	10.67	28	9
2005-04-29	0	10.65	29	10
2005-04-30	0	11.21	28	9
2005-05-01	0	10.77	29	4
2005-05-02	0	10	28	7
2005-05-03	0	10.42	26	6
2005-05-04	0	9.9	26	7
2005-05-05	0	9.31	27	7
2005-05-06	0	8.25	27	6
2005-05-07	0	9.45	21	6
2005-05-08	0	9.53	26	2
2005-05-09	0	7.55	28	5
2005-05-10	0	8.12	29	5
2005-05-11	0	8.28	28	9
2005-05-12	0	7.98	27	5
2005-05-13	0	7.13	27	8
2005-05-14	0	8.8	28	10
2005-05-15	0	8.97	27	11
2005-05-16	0	9.58	24	5
2005-05-17	0	8.65	28	4
2005-05-18	0	11.1	29	11
2005-05-19	0	11.25	29	9
2005-05-20	0	8.64	28	8
2005-05-21	0	7.94	27	9
2005-05-22	0	7.54	30	9
2005-05-23	0	11.15	30	7
2005-05-24	0	10.2	30	9
2005-05-25	0	12.84	31	14
2005-05-26	0.3	10.96	27	14
2005-05-27	5	3.95	25	9
2005-05-28	0	8.37	25	8
2005-05-29	0	9.66	27	7
2005-05-30	0	10.42	28	8
2005-05-31	0	12.24	30	8
2005-06-01	0	9.2	32	10
2005-06-02	0	11.08	33	15
2005-06-03	0	8.18	32	12
2005-06-04	0	14.54	31	12
2005-06-05	0	11.29	32	12
2005-06-06	0	8.31	33	12
2005-06-07	0	12.76	32	13
2005-06-08	0	11.65	34	10
2005-06-09	0	10.35	34	10
2005-06-10	0	11.21	32	13
2005-06-11	0	9.7	31	11
2005-06-12	0	10.29	30	7
2005-06-13	0	9.56	32	13
2005-06-14	7.5	10.26	28	14
2005-06-15	0	8.68	27	7
2005-06-16	0	8.31	25	11
2005-06-17	0	7.82	30	12
2005-06-18	0	9.6	30	12
2005-06-19	0	9.07	25	11
2005-06-20	0	8.64	27	10
2005-06-21	0	8.01	27	10
2005-06-22	0	5.7	27	10
2005-06-23	0	9.2	26	13
2005-06-24	0	9.66	28	10
2005-06-25	0	8.71	27	10
2005-06-26	0	10.09	27	10
2005-06-27	0	8.94	28	10
2005-06-28	0	8.93	28	10
2005-06-29	0	8.05	29	9
2005-06-30	7.5	9.77	29	12
2005-07-01	22.5	5.83	24	14
2005-07-02	0	6.87	21	12
2005-07-03	0	13.34	29	13
2005-07-04	0	9.87	28	11
2005-07-05	0	8.31	28	11
2005-07-06	0	5.72	27	11
2005-07-07	0	7.41	28	13
2005-07-08	0	8.83	29	12
2005-07-09	0	8.34	26	13
2005-07-10	0	5.96	28	12
2005-07-11	3	6.54	25	13
2005-07-12	6	6.56	23	12
2005-07-13	0	9.6	26	10
2005-07-14	0	8.8	27	11
2005-07-15	40	11.2	27	13
2005-07-16	4	8.42	28	11
2005-07-17	0	9.63	28	12
2005-07-18	0	8.62	25	10
2005-07-19	0	11.86	26	12
2005-07-20	2	9.43	24	11
2005-07-21	3.5	10.03	18	12
2005-07-22	0	7.8	22	12
2005-07-23	3	8.44	25	10
2005-07-24	0	4.76	25	10
2005-07-25	2	13.95	23	10
2005-07-26	14.5	9.99	17	14
2005-07-27	10	6	23	13
2005-07-28	10	9.73	23	12
2005-07-29	0	8.57	24	12
2005-07-30	0	11.11	25	11
2005-07-31	0	8.08	25	8
2005-08-01	16.5	10.67	25	9
2005-08-02	1.5	12.34	22	11
2005-08-03	3.2	6.99	22	9
2005-08-04	0	11.49	24	9
2005-08-05	0	8.73	23	11
2005-08-06	0	1.07	22	11
2005-08-07	0.7	8.64	22	11
2005-08-08	1	11.36	22	12
2005-08-09	2	8.65	23	10
2005-08-10	1.2	8.59	22	11
2005-08-11	4.2	13.76	24	11
2005-08-12	0	3.5	20	11
2005-08-13	16.1	11.35	23	11
2005-08-14	8.1	8.5	23	10
2005-08-15	12.5	10.15	22	12
2005-08-16	0	10.93	23	9
2005-08-17	0	10.07	23	9
2005-08-18	3	9.49	24	10
2005-08-19	0	10.39	23	11
2005-08-20	0	10.31	24	10
2005-08-21	0	9.26	23	10
2005-08-22	3.4	10.43	24	9
2005-08-23	0	11.66	24	10
2005-08-24	0	11	25	9
2005-08-25	0	10.65	25	10
2005-08-26	0	9.95	25	10
2005-08-27	0	11.63	25	12
2005-08-28	0	11.37	25	12
2005-08-29	1.2	10.35	26	12
2005-08-30	0.5	9.29	24	13
2005-08-31	3.1	8.36	23	12
2005-09-01	22	7.95	24	12
2005-09-02	0	9.05	21	12
2005-09-03	0	9	21	9
2005-09-04	0	7.34	22	10
2005-09-05	16	9.66	23	10
2005-09-06	0	7.34	22	10
2005-09-07	0	11.01	21	7
2005-09-08	3.3	8.1	19	10
2005-09-09	1.2	10.4	20	11
2005-09-10	11.2	11.85	24	8
2005-09-11	0.5	9.65	23	10
2005-09-12	1.7	9	27	10
2005-09-13	0	9.45	23	10
2005-09-14	0	8.3	25	10
2005-09-15	1.2	9.19	26	9
2005-09-16	0	11.61	25	9
2005-09-17	0	10.2	25	8
2005-09-18	0	9.99	26	7
2005-09-19	0	11.74	25	8
2005-09-20	0	8.7	25	8
2005-09-21	0	9.05	24	7
2005-09-22	0	10.84	25	5
2005-09-23	0	8.48	24	6
2005-09-24	0	9.02	25	6
2005-09-25	0	10.61	27	5
2005-09-26	0	11	27	6
2005-09-27	0	11.1	25	6
2005-09-28	0	5.78	25	7
2005-09-29	0	8.64	23	7
2005-09-30	0	8.7	24	5
2005-10-01	0	9.01	26	5
2005-10-02	0	10.35	27	8
2005-10-03	0.6	4.76	25	8
2005-10-04	0	6.54	25	7
2005-10-05	3.1	3.26	20	7
2005-10-06	5.5	5.34	24	9
2005-10-07	20	8.78	22	10
2005-10-08	3	7.35	20	11
2005-10-09	0	8.19	21	11
2005-10-10	0	8.71	22	9
2005-10-11	0	10.75	23	6
2005-10-12	0.1	7.35	24	6
2005-10-13	9	8.2	21	9
2005-10-14	1.4	8.77	17	10
2005-10-15	3.7	7.2	19	9
2005-10-16	3.7	8.82	18	7
2005-10-17	0	8	20	7
2005-10-18	0	8.66	23	6
2005-10-19	0	7.32	24	5
2005-10-20	0	10.59	25	6
2005-10-21	0	6.03	25	6
2005-10-22	0	8.46	25	5
2005-10-23	0	9.21	25	4
2005-10-24	0	10.67	23	5
2005-10-25	0	6	20	6
2005-10-26	0	8.91	23	4
2005-10-27	0	7.72	27	4
2005-10-28	0	6.47	21	3
2005-10-29	0	2.53	22	4
2005-10-30	0	6.24	22	4
2005-10-31	0	5.38	22	2
2005-11-01	0	3.78	19	3
2005-11-02	0	4.88	22	-1
2005-11-03	0	4.92	23	-1
2005-11-04	0	4.67	24	0
2005-11-05	0	4.93	24	2
2005-11-06	0	4.98	24	2
2005-11-07	0	4.41	23	1
2005-11-08	0	4.19	21	2
2005-11-09	0	4.16	21	3
2005-11-10	0	4.53	23	2
2005-11-11	0	3.21	24	3
2005-11-12	0	5.03	24	5
2005-11-13	1.2	4.69	25	5
2005-11-14	0	3.79	24	5
2005-11-15	0	4.24	23	2
2005-11-16	0	1.74	20	3
2005-11-17	0	2.95	21	3
2005-11-18	4.2	2.17	22	3
2005-11-19	0	3.86	27	3
2005-11-20	0	2.75	13	1
2005-11-21	0	2.87	16	-5
2005-11-22	0	4.4	17	-4
2005-11-23	0	2.93	19	-6
2005-11-24	0	3.42	18	-4
2005-11-25	1.7	3.65	17	4
2005-11-26	0	2.32	15	1
2005-11-27	0	3	21	0
2005-11-28	0	3.1	21	0
2005-11-29	0	2.83	20	0
2005-11-30	0	4.8	22	-3
2005-12-01	0	3.29	20	-4
2005-12-02	0	5.58	22	-7
2005-12-03	0	5.42	21	0
2005-12-04	0	7.28	13	6
2005-12-05	0	5	18	3
2005-12-06	0	3.42	16	1
2005-12-07	0	4.58	17	4
2005-12-08	0	2.02	17	0
2005-12-09	0	3.93	15	-3
2005-12-10	0	3.05	20	1
2005-12-11	0	3.1	20	-2
2005-12-12	0	2.62	20	0
2005-12-13	0	4.7	24	3
2005-12-14	0	5.75	20	3
2005-12-15	0	3.36	19	-2
2005-12-16	0	3.5	17	-2
2005-12-17	0	3	16	-5
2005-12-18	0	5.08	14	-1
2005-12-19	0	3.28	16	-3
2005-12-20	0	3.67	17	-1
2005-12-21	0	4.05	18	-3
2005-12-22	0	4.11	20	-3
2005-12-23	0	5.87	19	-2
2005-12-24	0	3.97	17	3
2005-12-25	0	5.65	20	-6
2005-12-26	0	4.93	21	-4
2005-12-27	0	5.67	21	5
2005-12-28	0	5.01	22	2
2005-12-29	0	4.81	22	2
2005-12-30	0	5	19	7
2005-12-31	0	4.33	21	2
2006-01-01	0	3.72	24	1
2006-01-02	0	5.33	25	2
2006-01-03	0	4.6	26	1
2006-01-04	0	6.3	27	4
2006-01-05	0	3.96	22	4
2006-01-06	0	3.06	19	4
2006-01-07	0	3.61	19	-2
2006-01-08	0	4.33	24	-2
2006-01-09	0	4.95	24	-1
2006-01-10	0	4.97	22	1
2006-01-11	0	4.42	22	2
2006-01-12	0	3.96	22	2
2006-01-13	0	5.37	21	3
2006-01-14	0	3.89	21	6
2006-01-15	0	8.36	25	4
2006-01-16	0	4.05	22	10
2006-01-17	0	2.07	12	-1
2006-01-18	0	3.89	22	-7
2006-01-19	0	3.82	25	-3
2006-01-20	0	4.06	25	1
2006-01-21	0	5.96	25	0
2006-01-22	0	3.34	25	5
2006-01-23	0	3.63	16	5
2006-01-24	0.5	2.85	26	4
2006-01-25	20	1.48	17	10
2006-01-26	0	2.26	16	13
2006-01-27	0	1.34	22	5
2006-01-28	3	0.95	17	8
2006-01-29	0	2.17	22	8
2006-01-30	0	2.45	24	4
2006-01-31	0	6.68	25	5
2006-02-01	0	4.6	22	10
2006-02-02	0	3.96	21	2
2006-02-03	0	4.9	23	2
2006-02-04	0	3.09	22	1
2006-02-05	0	5.54	26	0
2006-02-06	0	3.95	24	1
2006-02-07	0	4.37	22	2
2006-02-08	0	5.03	24	1
2006-02-09	0	7.97	25	5
2006-02-10	0	4.75	24	9
2006-02-11	0	3.97	23	4
2006-02-12	0	4.36	18	1
2006-02-13	0	4.07	23	0
2006-02-14	0	4.86	25	3
2006-02-15	0	4.85	27	6
2006-02-16	0	8.15	28	5
2006-02-17	0	8.41	30	6
2006-02-18	0	8.98	30	7
2006-02-19	0	9.42	27	7
2006-02-20	0	7.22	28	6
2006-02-21	0	6.97	28	7
2006-02-22	0	8.58	26	7
2006-02-23	0	5.82	26	6
2006-02-24	0	10.16	28	6
2006-02-25	0	7.6	26	8
2006-02-26	0	5.29	21	7
2006-02-27	0	3.69	26	4
2006-02-28	0	5.08	26	5
2006-03-01	0	7.66	26	5
2006-03-02	0	6.44	29	5
2006-03-03	0	8.29	29	5
2006-03-04	0	8.23	25	6
2006-03-05	0	5.56	28	6
2006-03-06	0	7.84	29	7
2006-03-07	0	7.31	30	7
2006-03-08	0	11.93	28	8
2006-03-09	0	15.24	25	7
2006-03-10	0	2.93	23	7
2006-03-11	0	8.48	26	7
2006-03-12	0	8.36	29	10
2006-03-13	0	4.75	31	6
2006-03-14	0	8.82	29	6
2006-03-15	0	9.33	29	9
2006-03-16	0	8.37	29	8
2006-03-17	0	11.5	30	10
2006-03-18	0	9.1	28	10
2006-03-19	0	8.01	24	10
2006-03-20	0	7.72	24	9
2006-03-21	0	11.09	28	8
2006-03-22	0	7.98	26	8
2006-03-23	0	9.38	26	5
2006-03-24	0	8.94	25	6
2006-03-25	0	6.98	26	6
2006-03-26	0	8.95	27	5
2006-03-27	0	8.05	25	6
2006-03-28	0	10.9	27	6
2006-03-29	0	9.09	27	8
2006-03-30	0	10.42	29	6
2006-03-31	0	10.99	29	6
2006-04-01	0	9.57	28	7
2006-04-02	0	9.42	27	8
2006-04-03	0	9.66	28	7
2006-04-04	0	11	30	10
2006-04-05	0	10.92	32	11
2006-04-06	0	8.82	31	10
2006-04-07	0	8.38	30	10
2006-04-08	0	11.62	30	8
2006-04-09	0	9.04	31	10
2006-04-10	0	10.74	32	9
2006-04-11	0	11.3	32	8
2006-04-12	0	8.3	30	9
2006-04-13	0	8.98	29	11
2006-04-14	0	8.15	29	10
2006-04-15	0	9.23	37	10
2006-04-16	0	13.04	33	10
2006-04-17	0	8.03	33	13
2006-04-18	0	9.96	33	13
2006-04-19	0	8.8	32	13
2006-04-20	0	11.21	32	12
2006-04-21	0	10.4	33	11
2006-04-22	2	11.92	32	14
2006-04-23	0	9.07	31	12
2006-04-24	0	11.4	32	12
2006-04-25	0	9.55	33	11
2006-04-26	0	9.66	32	10
2006-04-27	0	10.81	33	12
2006-04-28	0	8.98	31	12
2006-04-29	0	10.28	30	13
2006-04-30	0	8.97	30	10
2006-05-01	1	9.95	30	10
2006-05-02	0	8.82	30	10
2006-05-03	0	8.97	30	11
2006-05-04	0	11.05	31	12
2006-05-05	0	10.35	32	10
2006-05-06	0	10.68	30	10
2006-05-07	0	12.08	34	12
2006-05-08	0	11.64	33	14
2006-05-09	0	11.6	33	13
2006-05-10	0	9.16	33	12
2006-05-11	4	10.12	29	14
2006-05-12	1	10.6	30	12
2006-05-13	0	10.98	31	10
2006-05-14	0	10.77	31	13
2006-05-15	3	11.65	30	13
2006-05-16	1	9.56	26	13
2006-05-17	10.5	8.22	25	11
2006-05-18	1	4.47	26	10
2006-05-19	0	6.65	26	9
2006-05-20	0	11.35	28	9
2006-05-21	0	10.35	29	10
2006-05-22	0	11.51	31	11
2006-05-23	0	11	31	12
2006-05-24	0	10.44	31	12
2006-05-25	0	10.37	30	12
2006-05-26	0	11.88	33	13
2006-05-27	0	11.05	29	15
2006-05-28	0	11.07	31	14
2006-05-29	0	11.17	31	14
2006-05-30	1	7.69	31	14
2006-05-31	0	11.07	31	14
2006-06-01	1	10.69	31	15
2006-06-02	0	10.12	28	14
2006-06-03	0	12.12	27	12
2006-06-04	3	11.82	21	11
2006-06-05	5	11.71	26	12
2006-06-06	0	9.63	24	14
2006-06-07	0	10.92	30	12
2006-06-08	0	11.07	30	12
2006-06-09	0	9.86	29	12
2006-06-10	0	12	32	11
2006-06-11	0	11.04	32	13
2006-06-12	0	12.77	33	13
2006-06-13	0	9.62	31	14
2006-06-14	0	8.95	27	12
2006-06-15	0	11.07	31	13
2006-06-16	0	11.6	32	12
2006-06-17	0	10.76	32	14
2006-06-18	0	9.41	31	15
2006-06-19	0	10.14	31	15
2006-06-20	0	11.59	32	15
2006-06-21	0	9.25	30	13
2006-06-22	0	11.75	30	15
2006-06-23	0	8.23	29	13
2006-06-24	0	8.44	29	13
2006-06-25	0	7.94	29	13
2006-06-26	0	8.81	27	15
2006-06-27	0	10.34	27	15
2006-06-28	5	10.67	26	15
2006-06-29	0	6.6	24	13
2006-06-30	46	6.6	26	13
2006-07-01	20.5	14.56	25	13
2006-07-02	0	6.92	24	12
2006-07-03	0	11.17	28	14
2006-07-04	8	15.91	28	13
2006-07-05	0.5	8.74	29	14
2006-07-06	0.01	11.74	29	12
2006-07-07	1.5	5.45	27	15
2006-07-08	0	14.81	29	13
2006-07-09	0	10.77	27	14
2006-07-10	0	10.01	26	15
2006-07-11	0	10.64	27	12
2006-07-12	0	9.58	30	13
2006-07-13	0	11.65	30	14
2006-07-14	0	9.77	27	15
2006-07-15	0	7.6	25	14
2006-07-16	0	10.55	28	11
2006-07-17	0	8.13	27	14
2006-07-18	0	3.97	24	14
2006-07-19	0	6.93	27	14
2006-07-20	0	2.95	28	13
2006-07-21	0	9.39	27	13
2006-07-22	0	10.08	27	13
2006-07-23	0	9.9	27	12
2006-07-24	0	10	26	14
2006-07-25	6	12.98	24	14
2006-07-26	69	5.88	28	15
2006-07-27	9	11.65	22	14
2006-07-28	0	8.97	26	14
2006-07-29	0	9.05	25	13
2006-07-30	0	8.95	26	13
2006-07-31	0	10.08	27	13
2006-08-01	0	9.32	28	12
2006-08-02	2.5	11.17	28	14
2006-08-03	2.5	10.65	26	13
2006-08-04	10.5	5.36	25	15
2006-08-05	8	5.83	24	13
2006-08-06	8	8	24	14
2006-08-07	0	9.04	25	14
2006-08-08	0	5.4	24	12
2006-08-09	0	7.74	24	12
2006-08-10	0	9.79	26	12
2006-08-11	0	7.79	27	12
2006-08-12	0	13.35	28	12
2006-08-13	22.5	4.65	25	14
2006-08-14	0	9.5	26	13
2006-08-15	0	11.37	27	11
2006-08-16	0	10.08	28	12
2006-08-17	6	8.91	28	14
2006-08-18	0	10.97	27	14
2006-08-19	2	9.04	26	14
2006-08-20	0	8.99	26	13
2006-08-21	6	9.7	27	12
2006-08-22	0	8.62	27	13
2006-08-23	4.5	11.35	27	12
2006-08-24	0	3.71	27	12
2006-08-25	2	10	23	15
2006-08-26	8	10.75	27	15
2006-08-27	61.1	7.52	25	14
2006-08-28	0	11.85	25	13
2006-08-29	0	8.63	27	15
2006-08-30	0	11.35	27	10
2006-08-31	0	7.9	21	13
2006-09-01	1.5	10.45	27	12
2006-09-02	0	9.4	27	12
2006-09-03	0	9.67	26	12
2006-09-04	0	11.09	27	11
2006-09-05	9.5	10.48	27	12
2006-09-06	1.5	9.35	25	12
2006-09-07	0	4.82	22	10
2006-09-08	0	6.23	26	11
2006-09-09	23.5	5.59	26	11
2006-09-10	0	7.94	21	11
2006-09-11	53.5	7.1	25	15
2006-09-12	0	7.68	26	14
2006-09-13	0	6.93	26	12
2006-09-14	0	7.99	23	13
2006-09-15	0	10.48	27	13
2006-09-16	8	13.27	24	13
2006-09-17	0	8.67	27	13
2006-09-18	6	10.4	27	14
2006-09-19	0	8.23	25	14
2006-09-20	0	6.37	25	12
2006-09-21	0	11.75	27	11
2006-09-22	0	9.25	27	12
2006-09-23	11	10.38	28	15
2006-09-24	0	6.52	22	14
2006-09-25	2	4.11	22	13
2006-09-26	0	12.57	26	12
2006-09-27	0	8.25	26	12
2006-09-28	0	9.76	26	10
2006-09-29	0	6.39	25	12
2006-09-30	0	7.58	26	13
2006-10-01	1.5	11.5	25	11
2006-10-02	0	4.82	18	11
2006-10-03	0	8.06	23	8
2006-10-04	0	8.19	22	9
2006-10-05	0	5.35	22	9
2006-10-06	0	7.38	21	9
2006-10-07	0	7.52	25	8
2006-10-08	0	9.5	26	8
2006-10-09	3	10.19	27	9
2006-10-10	0	10.12	27	10
2006-10-11	0	8.65	28	12
2006-10-12	0	9.98	28	12
2006-10-13	6.2	11.2	27	12
2006-10-14	51	7	24	14
2006-10-15	15.5	5.21	24	12
2006-10-16	0	3.61	23	14
2006-10-17	0	6.48	23	8
2006-10-18	0	9	27	8
2006-10-19	0	10.05	27	8
2006-10-20	0	2.91	27	14
2006-10-21	3.5	3.9	29	9
2006-10-22	16.6	3.96	24	14
2006-10-23	0	6.76	19	14
2006-10-24	7	9.27	25	10
2006-10-25	0	7.93	26	10
2006-10-26	0	6.82	23	11
2006-10-27	0	8.18	22	9
2006-10-28	0	4.33	22	6
2006-10-29	0	8.49	25	4
2006-10-30	0	9	28	6
2006-10-31	0	9.99	27	9
2006-11-01	0	10.01	27	6
2006-11-02	0	10.34	27	6
2006-11-03	0	7.71	24	7
2006-11-04	0	7.12	24	9
2006-11-05	0	6.8	25	7
2006-11-06	0	6.57	24	4
2006-11-07	0	8.73	25	6
2006-11-08	0	8.9	27	6
2006-11-09	0	7.01	24	7
2006-11-10	0	6.81	24	6
2006-11-11	6.5	5.48	24	6
2006-11-12	0	5	24	6
2006-11-13	0	4.98	24	6
2006-11-14	0	8.08	26	6
2006-11-15	0	6.2	22	6
2006-11-16	0	5.97	25	1
2006-11-17	0	8.03	24	3
2006-11-18	0	5.92	26	2
2006-11-19	0	6.8	20	2
2006-11-20	0	7.2	21	2
2006-11-21	0	6.08	17	4
2006-11-22	0	6.74	21	-2
2006-11-23	0	5.98	22	-2
2006-11-24	0	6.02	23	-2
2006-11-25	0	8.06	25	0
2006-11-26	0	6.18	24	2
2006-11-27	0	5.99	23	2
2006-11-28	0	7.96	24	3
2006-11-29	0	7.04	25	3
2006-11-30	0	6.97	23	2
2006-12-01	0	6.78	24	3
2006-12-02	0	10.02	27	2
2006-12-03	0	8.28	24	4
2006-12-04	0	5	15	7
2006-12-05	0	7.97	23	4
2006-12-06	0	9.95	27	4
2006-12-07	2	6.08	16	8
2006-12-08	15	5.91	11	8
2006-12-09	1	7.87	18	5
2006-12-10	0	7.2	19	6
2006-12-11	0	8.02	22	4
2006-12-12	0	5.62	20	4
2006-12-13	0	8	21	7
2006-12-14	0	8.12	19	8
2006-12-15	0	6	21	3
2006-12-16	0	7.62	25	1
2006-12-17	0	6.38	23	3
2006-12-18	0	6.02	25	3
2006-12-19	6	9	19	6
2006-12-20	0	6.98	21	5
2006-12-21	0	6.92	16	6
2006-12-22	0	4.08	21	1
2006-12-23	0.01	8.53	20	7
2006-12-24	0	6.05	13	3
2006-12-25	0	5.61	13	-2
2006-12-26	0	7.81	20	-6
2006-12-27	0	9	25	-3
2006-12-28	0	3	20	3
2006-12-29	0	7.52	19	8
2006-12-30	0	6.01	20	8
2006-12-31	0	8.47	20	-1
2007-01-01	0	7	22	6
2007-01-02	0	7.02	22	3
2007-01-03	0	8.51	21	5
2007-01-04	0	5.5	22	7
2007-01-05	0	8.34	26	1
2007-01-06	0	7.63	24	1
2007-01-07	0	7	20	2
2007-01-08	0	7.02	20	6
2007-01-09	0	6.03	20	5
2007-01-10	0	5.97	22	1
2007-01-11	0	7.99	24	3
2007-01-12	0	7.94	24	8
2007-01-13	0	8.06	23	8
2007-01-14	0	5.86	25	4
2007-01-15	0	8.1	24	7
2007-01-16	0	8.98	25	7
2007-01-17	0	8.07	25	7
2007-01-18	0	8.99	24	6
2007-01-19	0	8.31	23	6
2007-01-20	0	5.78	20	5
2007-01-21	0.01	6	17	6
2007-01-22	0.01	8.09	18	6
2007-01-23	8.5	5.79	14	5
2007-01-24	2.5	7.66	15	8
2007-01-25	0	5.84	15	4
2007-01-26	0	6.63	19	5
2007-01-27	0	7.03	19	6
2007-01-28	0	7.34	20	0
2007-01-29	0	10.33	20	5
2007-01-30	0	3.29	20	4
2007-01-31	0	9	22	2
2007-02-01	0	8.26	20	7
2007-02-02	0	7.2	23	6
2007-02-03	0	8.02	23	5
2007-02-04	0	8.42	14	6
2007-02-05	0	8	19	6
2007-02-06	0	6.11	20	5
2007-02-07	0	6.47	27	2
2007-02-08	0	8.43	23	2
2007-02-09	0	7.99	24	3
2007-02-10	0	7.01	24	4
2007-02-11	0	7.19	24	3
2007-02-12	0	8.09	24	6
2007-02-13	0	6.23	24	3
2007-02-14	0	8.4	25	4
2007-02-15	0	8.25	23	3
2007-02-16	0	8.12	20	3
2007-02-17	0	8.95	20	1
2007-02-18	0	6.64	21	5
2007-02-19	0	7.64	24	3
2007-02-20	0	4.29	26	5
2007-02-21	0	5.78	28	4
2007-02-22	0	8.34	30	4
2007-02-23	0	10.13	28	4
2007-02-24	0	11.5	29	4
2007-02-25	0	8.87	22	4
2007-02-26	0	10.08	28	5
2007-02-27	0	10.02	28	3
2007-02-28	0	9.78	30	5
2007-03-01	0	10.2	29	8
2007-03-02	0	8.37	29	12
2007-03-03	0	10.43	28	7
2007-03-04	0	8.25	20	7
2007-03-05	0	9.12	28	5
2007-03-06	0	10.98	27	2
2007-03-07	0	9.27	28	5
2007-03-08	0	10	28	5
2007-03-09	0	9.53	27	6
2007-03-10	0	11.48	28	7
2007-03-11	0	9.25	25	10
2007-03-12	0	8.35	26	6
2007-03-13	0	9.6	28	6
2007-03-14	0	6.92	29	4
2007-03-15	0	9.99	28	4
2007-03-16	0	10	27	6
2007-03-17	0	8.8	27	7
2007-03-18	0	9.96	28	8
2007-03-19	0	11.33	30	8
2007-03-20	0	9.83	30	7
2007-03-21	0	10	30	6
2007-03-22	0	10.49	31	6
2007-03-23	0	8.3	24	10
2007-03-24	0	10.63	25	8
2007-03-25	0	8.53	24	11
2007-03-26	0	9.9	27	10
2007-03-27	0	10	27	6
2007-03-28	0	11.27	28	7
2007-03-29	0	9	29	8
2007-03-30	0	9.23	28	8
2007-03-31	0	10.4	29	8
2007-04-01	3	7.25	25	9
