COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 13/09/2024 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTIEMBRE DE 2024; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 32059 
 NOMBRE    : VILLA DE COS (SMN) 
 ESTADO    : ZACATECAS 
 MUNICIPIO : VILLA DE COS 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 23.28888889 ° 
 LONGITUD  : -102.3441667 ° 
 ALTITUD   : 1999 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1997-04-14	0	3.27	23	8
1997-04-15	0	2.59	22.5	8
1997-04-16	0	2.52	17	8
1997-04-17	0	4.25	18	12
1997-04-18	0	7.64	22.5	7
1997-04-19	0	11.01	26.5	6.5
1997-04-20	0	7.49	27	7.5
1997-04-21	0	9.51	28	7
1997-04-22	0	6.81	30	8
1997-04-23	0	8.75	32	12.5
1997-04-24	0	12.5	24.5	10
1997-04-25	0	6.93	24.5	9
1997-04-26	0	9.39	27.5	5
1997-04-27	0	9.12	27	7
1997-04-28	0	4.93	28	5.5
1997-04-29	0	5.78	28	5.5
1997-04-30	0	3.65	32	6
1997-05-01	0	6.14	32	5
1997-05-02	0	4.19	32.5	14
1997-05-03	0	6.35	32	14
1997-05-04	0	8.39	31.5	8
1997-05-05	0	8.07	32.5	12
1997-05-06	0	4.93	24	8
1997-05-07	0	4.83	26	8
1997-05-08	0	2.84	29.5	11
1997-05-09	0	2.45	25	12
1997-05-10	0	3.95	23	10.5
1997-05-11	6	6.77	24	7
1997-05-12	8	2.94	26	5.5
1997-05-13	0	6.21	27	9
1997-05-14	0	4.68	26.5	10
1997-05-15	0	4.94	27.5	10
1997-05-16	0	5.34	28	10.5
1997-05-17	0	4.15	28	12
1997-05-18	0	2.93	29	12
1997-05-19	0	6.43	30.5	8
1997-05-20	0	11.19	30.5	13
1997-05-21	0	8.87	27	11
1997-05-22	0	4.06	28	14
1997-05-23	0	8.6	29	11
1997-05-24	0	11.17	31	11.5
1997-05-25	0	5.89	30.5	11.5
1997-05-26	0	5.23	32	11
1997-05-27	0	5.54	34	14
1997-05-28	0	7.51	34	12
1997-05-29	1.5	9.09	30.5	12
1997-05-30	0	6.31	32	11
1997-05-31	0	7.13	32	12
1997-06-01	0	14.1	31	14
1997-06-02	0	8.29	31	14
1997-06-03	0	6.2	32.5	13
1997-06-04	0	10.86	33	14
1997-06-05	0	7	33	15
1997-06-06	0	6.34	33	14
1997-06-07	0	9.01	34	13
1997-06-08	0	10.25	34	13
1997-06-09	0	7.84	34	13
1997-06-10	0	7.9	32.5	16
1997-06-11	0	8.22	32	14
1997-06-12	13	4.67	34	14
1997-06-13	1.5	5.05	34	15
1997-06-14	0	5.24	34	15
1997-06-15	0	4.55	34	15
1997-06-16	0	7	34	15
1997-06-17	0	10.52	32	17
1997-06-18	0	9.33	31.5	16
1997-06-19	5	6.93	30.5	17
1997-06-20	5.5	3.09	28	16
1997-06-21	28	8.22	28	15
1997-06-22	41.2	6.14	28	15
1997-06-23	0	7.01	27	14
1997-06-24	0	5.09	28	13
1997-06-25	13	7.61	32	13
1997-06-26	0	5.22	32	16
1997-06-27	0	6.61	32.5	16.5
1997-06-28	0	3.1	28.5	14.5
1997-06-29	0	3.32	28.5	14
1997-06-30	0	7.98	29	14
1997-07-01	0	3.58	27	14
1997-07-02	0	5.6	27	15
1997-07-03	0	6	26	12
1997-07-04	0	5.55	25.5	14
1997-07-05	0	6.2	28	12
1997-07-06	0.01	8.01	28	12
1997-07-07	0.01	8.01	28.5	13.5
1997-07-08	0	6.58	28	13
1997-07-09	0	5.64	28	13.5
1997-07-10	0	7.74	28.5	13
1997-07-11	0	7.06	28.5	14
1997-07-12	0	4.72	29.5	14
1997-07-13	0.01	7.08	31	14
1997-07-14	0.5	7.37	28.5	13.5
1997-07-15	0	8.87	28	14
1997-07-16	0	9.86	29	13
1997-07-17	1	10.26	29	13.5
1997-07-18	22	8.12	28.5	16
1997-07-19	2	4.18	24.5	15
1997-07-20	0.01	4.65	25	16
1997-07-21	12.5	3.16	26.5	15
1997-07-22	0	2.37	27	15
1997-07-23	0	4.78	28	14
1997-07-24	0	4.91	29.5	11
1997-07-25	0	5.43	29	14.5
1997-07-26	0	5.47	28.5	14
1997-07-27	0	6.61	28	12
1997-07-28	0	5.12	29	14
1997-07-29	0	5.35	28.5	14
1997-07-30	0	9.3	29.5	14
1997-07-31	0	6.8	30	12
1997-08-01	0	7.05	29	14
1997-08-02	0	5.48	27.5	14
1997-08-03	0.01	4.08	26	14
1997-08-04	0	2.32	26.5	13
1997-08-05	0	6.21	30	14
1997-08-06	0.01	4.35	29	13.5
1997-08-07	0	8.23	28	14
1997-08-08	0	5.3	32	13
1997-08-09	0	4.47	31.5	14
1997-08-10	0	3.63	32	14
1997-08-11	0	5.65	31	14
1997-08-12	0	4.17	31.5	15
1997-08-13	0	5.56	31	13
1997-08-14	6	7.2	30	14
1997-08-15	0	4.06	31.5	14
1997-08-16	0	4.41	30	15
1997-08-17	0	6.73	30	14
1997-08-18	0	8.53	30	14
1997-08-19	0	6.33	30.5	13
1997-08-20	0	5.95	29.5	12
1997-08-21	0	5.77	32	12
1997-08-22	0	6.48	30	14
1997-08-23	0	3.75	30.5	15
1997-08-24	0.01	6.94	29	14
1997-08-25	0.01	6.53	27	12.5
1997-08-26	0.01	7.65	27	12
1997-08-27	2	9.59	29.5	13
1997-08-28	5	6.09	30.5	16
1997-08-29	12	5.29	24	14
1997-08-30	0	4.7	27	12
1997-08-31	0	5.69	27	12
1997-09-01	0	4.52	27	12
1997-09-02	0	6.84	26	12
1997-09-03	0	7.04	28	12
1997-09-04	0	3.19	29	12
1997-09-05	0	3.33	28.5	13
1997-09-06	0	4.47	28.5	12.5
1997-09-07	11	10.65	27	12
1997-09-08	5.5	2.44	23	13.5
1997-09-09	0	5.63	26	15
1997-09-10	0	6.61	27	12
1997-09-11	0	5.16	28	12
1997-09-12	0	6.69	27.5	12
1997-09-13	0	4.67	28	13
1997-09-14	0	7.35	27.5	14
1997-09-15	0	5.66	28	14
1997-09-16	0	5.78	29	12
1997-09-17	0	5.75	29.5	14
1997-09-18	0	8.62	27.5	12
1997-09-19	0	4.82	28	12
1997-09-20	0	5.65	27.5	15
1997-09-21	0	3.53	28	14
1997-09-22	0	2.18	27	14
1997-09-23	1	6.05	31	15
1997-09-24	3.5	5.34	26.5	16
1997-09-25	0	2.85	26	14
1997-09-26	0	5.75	27.5	12
1997-09-27	0	4.54	28	14
1997-09-28	0	6.44	27	12
1997-09-29	0	7.82	30.5	11
1997-09-30	0	4.23	27	8.5
1997-10-01	0	5	27	11
1997-10-02	0	4.88	27.5	11
1997-10-03	0	6.23	28	12.5
1997-10-04	0	6.15	28.5	14
1997-10-05	0	5.44	29	14
1997-10-06	1	2.57	28	12
1997-10-07	0	3.53	27.5	12
1997-10-08	0	4.38	27	16
1997-10-09	0	5.47	27	16
1997-10-10	0	5.16	27	12
1997-10-11	8	2.7	27	16
1997-10-12	10	4.28	23	13
1997-10-13	4	6.18	27	15
1997-10-14	0	5.34	17	13
1997-10-15	0	4.5	22	10
1997-10-16	0	NULO	22	10
1997-10-17	0	NULO	27	12
1997-10-18	0	NULO	26	13
1997-10-19	0	NULO	25	10
1997-10-20	0	NULO	22	9
1997-10-21	0	NULO	23	7
1997-10-22	0	NULO	22	6
1997-10-23	0	6.98	22	1
1997-10-24	0	6.95	22	11
1997-10-25	0	5.05	21	4
1997-10-26	0	5.3	22	2
1997-10-27	0	3.64	25	4
1997-10-28	0	6.39	22	6
1997-10-29	0	5.15	21	3
1997-10-30	0	7.02	28	10
1997-10-31	0	3.77	28	10
1997-11-01	0	6.33	28	3
1997-11-02	0	2.6	28	6
1997-11-03	0	5.4	23	3
1997-11-04	0	3.28	22	4
1997-11-05	0	5.22	23	2
1997-11-06	0	3.33	27	3
1997-11-07	8	5.17	21	3
1997-11-08	0	2.91	21	11
1997-11-09	0	2.8	19	10
1997-11-10	0	2.6	21	3
1997-11-11	5	7.21	21	4
1997-11-12	0	6.06	18	12
1997-11-13	0	5.8	23	13
1997-11-14	0	4.09	22	1
1997-11-15	0	1.79	21	2
1997-11-16	0	3.88	26	3
1997-11-17	0	3.2	25	3
1997-11-18	0	3.97	25	2
1997-11-19	0	2.77	25	5
1997-11-20	0	2.96	27	3
1997-11-21	0	3.87	27	6
1997-11-22	0	4.04	27	6
1997-11-23	0	2.8	25	6
1997-11-24	0	5.71	24	3
1997-11-25	0	3.59	18	6
1997-11-26	0	3.8	25	7
1997-11-27	0	6.14	25	7
1997-11-28	0	6.03	23	4
1997-11-29	0	1.85	23	3
1997-11-30	0	4.07	24	-1
1997-12-01	0	4.59	26	-1
1997-12-02	0	2.91	21	-6
1997-12-03	0	3.65	24	-1
1997-12-04	0	4.23	20	-1
1997-12-05	0	1.36	22	-2
1997-12-06	0	4.96	22	-2
1997-12-07	0	5.39	25	-3
1997-12-08	0	3.9	23	-1
1997-12-09	0	3.03	22	-3
1997-12-10	0	4.78	21	-1
1997-12-11	0	5.2	22	-2
1997-12-12	2.5	NULO	1	-2
1997-12-13	0	NULO	1	-10
1997-12-14	0	NULO	11	-12
1997-12-15	0	NULO	12	-5
1997-12-16	0	0.97	20	-4
1997-12-17	0	2.2	19	0
1997-12-18	0	2.56	19.5	0
1997-12-19	0	0.66	20.5	-2
1997-12-20	0	10.16	20.5	8
1997-12-21	0	5.7	18	2
1997-12-22	0	3.93	23	-1
1997-12-23	0	6.22	22	5.5
1997-12-24	0	6.1	22	2
1997-12-25	0	2.86	23.5	1
1997-12-26	0	6.61	23	5.5
1997-12-27	0	2.88	13	-1
1997-12-28	0	6.4	18.5	-2
1997-12-29	0	3.12	18	-4
1997-12-30	0	2.88	22.5	-3
1997-12-31	0	2.31	22.5	-1
1998-01-01	0	3.64	20	-1
1998-01-02	0	0.74	23	-2
1998-01-03	0	7.14	25	0
1998-01-04	0	6.27	23.5	6.5
1998-01-05	0	2.33	25	1
1998-01-06	0	4.27	18.5	3
1998-01-07	0	4	17	-1
1998-01-08	0	5.28	19.5	-3
1998-01-09	0	2.12	22.5	-1
1998-01-10	0	6.7	24.5	-1
1998-01-11	0	3.07	24.5	-2
1998-01-12	0	4.77	24	4
1998-01-13	0	5.68	24	2
1998-01-14	0	3.77	20.5	1
1998-01-15	0	2.69	25	-2
1998-01-16	0	4.29	23	3
1998-01-17	0	2.01	20	3
1998-01-18	0	4.77	23.5	3
1998-01-19	0	2.8	23	-1
1998-01-20	0	5.29	24	1
1998-01-21	0	4.56	23	2
1998-01-22	0	4.06	22	-1
1998-01-23	0	1.78	22.5	-1
1998-01-24	0	4.23	21.5	1
1998-01-25	0	6.02	23.5	-1
1998-01-26	0	4.12	21.5	-1
1998-01-27	0	1.92	22	-2
1998-01-28	0	7.23	24	-1
1998-01-29	0	1.55	23	3
1998-01-30	0	6.6	24	2
1998-01-31	0	6.37	24	1
1998-02-01	3	4.35	20	2
1998-02-02	0	1	11	1
1998-02-03	0	6.19	22.5	-4
1998-02-04	0	6.99	22.5	4
1998-02-05	0	4.79	19.5	1
1998-02-06	0	8.59	22.5	-1
1998-02-07	0	1.11	24.5	-1
1998-02-08	0	2	25.5	-1
1998-02-09	0	4.33	26	-1
1998-02-10	0	1.47	25	3.5
1998-02-11	0	5.77	26	-1
1998-02-12	0	6.61	25.5	3
1998-02-13	0	4.56	24.5	1
1998-02-14	0	2.51	13.5	7.5
1998-02-15	0	5.5	19.5	1
1998-02-16	0	8.14	20	1
1998-02-17	0	6.53	24.5	-1
1998-02-18	0	8.15	24	4
1998-02-19	0	6.14	25	-1
1998-02-20	0	6.21	27	-1
1998-02-21	0	8.58	23	7
1998-02-22	0	4.77	22	1
1998-02-23	0	6.77	29	1
1998-02-24	0	8.03	29	4
1998-02-25	0	8.83	24.5	7
1998-02-26	0	9.21	24	1.5
1998-02-27	0	9.11	27	2
1998-02-28	0	7.76	26	2
1998-03-01	0	7.52	26	3
1998-03-02	0	3.79	26.5	1
1998-03-03	0	4.71	26	1
1998-03-04	0	11.04	27.5	2
1998-03-05	0	9.88	28.5	3
1998-03-06	0	8.36	22	7.5
1998-03-07	0	8.77	25.5	3
1998-03-08	0	6.34	26	3
1998-03-09	0	8.15	30	2.5
1998-03-10	0	5.53	21	2
1998-03-11	0	4.68	19	3
1998-03-12	0	1.27	22.5	3
1998-03-13	0	8.75	22	3
1998-03-14	0	5.69	23	4.5
1998-03-15	0	8.55	26	4.5
1998-03-16	0	14.62	24	4
1998-03-17	0	7.94	26.5	4
1998-03-18	0	7.81	27.5	3.5
1998-03-19	0	7.06	28.5	3
1998-03-20	0	7.93	30.5	3
1998-03-21	0	9.51	28	5
1998-03-22	0	7.08	24.5	4
1998-03-23	0	6.48	27.5	3.5
1998-03-24	0	7.07	32	4
1998-03-25	0	2.86	33	5
1998-03-26	0	9.85	31.5	3
1998-03-27	0	9.84	31.5	3.5
1998-03-28	0	7.83	31	4
1998-03-29	0	12.19	30.5	4.5
1998-03-30	0	10.12	28	4.5
1998-03-31	0	9.75	28	4
1998-04-01	0	10.06	31	4.5
1998-04-02	0	7.58	31	5.5
1998-04-03	0	8.59	31.5	4
1998-04-04	0	11.75	33	4.5
1998-04-05	0	14.75	33	3
1998-04-06	0	11.7	32	2
1998-04-07	0	13.99	32	2
1998-04-08	0	9.34	32.5	1
1998-04-09	0	7.46	32.5	1
1998-04-10	0	8.04	31	1
1998-04-11	0	8.71	32	1
1998-04-12	0	13.25	32	2
1998-04-13	0	13.06	34	2
1998-04-14	0	11.33	34	2
1998-04-15	0	11.72	34.5	1
1998-04-16	0	9.52	33	2
1998-04-17	0	7.68	32	1
1998-04-18	0	5.21	32	9
1998-04-19	0	6.16	31.5	11
1998-04-20	0	8.61	31	12
1998-04-21	0	8.94	31.5	12
1998-04-22	0	6.1	26	7.5
1998-04-23	0	8.37	28	10
1998-04-24	0	10.37	31	11
1998-04-25	0	7.05	31.5	9
1998-04-26	0	7.61	30.5	10.5
1998-04-27	0	6.05	30.5	6
1998-04-28	0	7.97	28.5	7
1998-04-29	0	7.38	29	6.5
1998-04-30	0	8.7	29	5
1998-05-01	0	11.9	32	5.5
1998-05-02	0	10.79	33.5	7
1998-05-03	0	9.51	34.5	8
1998-05-04	0	9.87	31.5	9
1998-05-05	0	8.23	35.5	11.5
1998-05-06	0	10.03	37	12
1998-05-07	0	11.23	36.5	13.5
1998-05-08	0	16.79	36	11.5
1998-05-09	0	9.06	31	12.5
1998-05-10	0	10.94	36	10
1998-05-11	0	10.03	35	10.5
1998-05-12	0	6.8	35.5	11
1998-05-13	0	8.45	35	11.5
1998-05-14	0	10.95	30	12
1998-05-15	0	7.29	32.5	12.5
1998-05-16	0	12.34	33	13.5
1998-05-17	0	10.33	32.5	13
1998-05-18	0	11.1	32	10.5
1998-05-19	0	9.83	32.5	10.5
1998-05-20	0	9.14	32.5	9.5
1998-05-21	0	7.32	33.5	11
1998-05-22	0	11.32	34	12.5
1998-05-23	0	10.07	31.5	12.5
1998-05-24	0	12.52	34	13
1998-05-25	0	10.75	34.5	14.5
1998-05-26	0	8.85	34.5	11
1998-05-27	0	7.58	33.5	14
1998-05-28	0	3.21	35	13
1998-05-29	0	9.95	33	14
1998-05-30	NULO	9.81	33	14
1998-05-31	0	12.62	33	14
1998-06-01	0	9.87	33	14.5
1998-06-02	0	10.63	35.5	15
1998-06-03	0	9.25	37.5	17.5
1998-06-04	0	8.94	36.5	17
1998-06-05	0	8.71	35.5	18.5
1998-06-06	10.5	10.5	33.5	18
1998-06-07	0	6.72	32	16
1998-06-08	2.5	6.23	34	16
1998-06-09	0	6.87	31.5	15
1998-06-10	5	5.77	31	16.5
1998-06-11	0	2.78	32	15
1998-06-12	0	8.41	32	14
1998-06-13	0	9.04	32	13.5
1998-06-14	0	9.04	33.5	14
1998-06-15	3	8.14	34.5	16
1998-06-16	0	9.49	35	15
1998-06-17	0	12.11	34.5	15.5
1998-06-18	0	8.84	32	15.5
1998-06-19	0	7.67	31.5	14
1998-06-20	2.5	9.43	32.5	14.5
1998-06-21	0	11.17	32.5	16
1998-06-22	0	5.41	31	16
1998-06-23	0	14.36	31	14
1998-06-24	0	9.2	32	14.5
1998-06-25	0	10.21	32.5	14
1998-06-26	0	5.37	32.5	16
1998-06-27	0	8.08	32.5	13.5
1998-06-28	0.5	6.27	28.5	16
1998-06-29	16	5.53	32.5	16
1998-06-30	18.3	14.27	31	15.5
1998-07-01	0	6.22	24	15.5
1998-07-02	0	6.3	28.5	13.5
1998-07-03	0	6.78	28.5	14.5
1998-07-04	2	4.94	27	15.5
1998-07-05	0	7.96	30	14
1998-07-06	0	9.8	29.5	13
1998-07-07	0	9.83	30	14.5
1998-07-08	0	9.61	30.5	15
1998-07-09	0	9.24	30	13.5
1998-07-10	0	4.54	26.5	14
1998-07-11	0	8.94	31	14.5
1998-07-12	1	6.58	33	15
1998-07-13	0	8.75	33.5	17
1998-07-14	0	9.18	32	16.5
1998-07-15	4	2.78	26	16
1998-07-16	0	6.1	26.5	11.5
1998-07-17	0	7.17	28	12.5
1998-07-18	0	9.18	30	13
1998-07-19	0	7.82	28.5	14
1998-07-20	0	10.51	30.5	13
1998-07-21	0	9.3	30	14.5
1998-07-22	0	10.23	30.5	18
1998-07-23	0	5.29	29.5	14.5
1998-07-24	0	9.07	28.5	13.5
1998-07-25	0	10.7	29.5	18.5
1998-07-26	0	11	30	17
1998-07-27	0	10.79	28.5	15
1998-07-28	0	8.87	28	15
1998-07-29	0	8.36	27.5	14
1998-07-30	0	3.3	29	14
1998-07-31	0	10.28	31	14
1998-08-01	1	9.7	29	15
1998-08-02	0	9.61	30.5	15
1998-08-03	4	6.66	29.5	15.5
1998-08-04	1.5	9	30	13.5
1998-08-05	3	5.45	30	14
1998-08-06	3	5.84	29	15
1998-08-07	42	7.29	25.5	15
1998-08-08	1	7.1	25.5	14.5
1998-08-09	0	6.22	25	14.5
1998-08-10	0	6.79	26.5	12
1998-08-11	0	6.67	27	12.5
1998-08-12	0	7.65	28	13
1998-08-13	0	6.55	29	13
1998-08-14	0	8.09	29.5	14
1998-08-15	0	6.04	30.5	14.5
1998-08-16	9	2.73	26.5	15.5
1998-08-17	1	4.81	26.5	15.5
1998-08-18	0	4.77	27	15.5
1998-08-19	0	7.03	28	12
1998-08-20	0	8.58	28	12
1998-08-21	0	6.15	28	12
1998-08-22	0	4.11	27	12
1998-08-23	0	7.63	29	15
1998-08-24	1.5	8.53	29.5	15.5
1998-08-25	24.5	8.02	29.5	15.5
1998-08-26	8	6.68	25.5	15.5
1998-08-27	13	4.64	25.5	14.5
1998-08-28	1	3.86	26	13
1998-08-29	8	2.76	23	13
1998-08-30	2	3.42	24.5	14
1998-08-31	8.5	5.09	25.5	15.5
1998-09-01	11.5	2.66	24.5	14.5
1998-09-02	14.5	3.88	23.5	15
1998-09-03	0	3.32	24.5	15
1998-09-04	1	5.38	25.5	14.5
1998-09-05	1	2.4	22.5	15
1998-09-06	6	2.23	23.5	14.5
1998-09-07	0	3.78	22.5	14.5
1998-09-08	0	3.71	25.5	14.5
1998-09-09	0	4.67	26	12.5
1998-09-10	0	4.45	23.5	13
1998-09-11	0	5.62	26.5	11.5
1998-09-12	0	2.92	26.5	11.5
1998-09-13	0	8.98	27.5	15.5
1998-09-14	0	3.18	28	12.5
1998-09-15	0	6.79	26	13
1998-09-16	0	2.88	26	14
1998-09-17	0	7.77	26.5	15
1998-09-18	24.5	3.19	28	13.5
1998-09-19	11	5.1	25	15
1998-09-20	0	4.63	22	12
1998-09-21	0	5.13	28	12
1998-09-22	2	7.37	28.5	11
1998-09-23	1.5	2.26	25.5	14.5
1998-09-24	0	6.14	26	14.5
1998-09-25	0	6.6	26	14
1998-09-26	0	5.32	27	13
1998-09-27	0.5	6.66	27.5	13
1998-09-28	0	5.34	27.5	13.5
1998-09-29	0	4.01	27	13.5
1998-09-30	0	5.65	27	12
1998-10-01	0	4.3	26.5	12
1998-10-02	0	1.25	24.5	14.5
1998-10-03	0	6.52	28.5	13.5
1998-10-04	0	5.16	28.5	12.5
1998-10-05	0	3.2	28	12.5
1998-10-06	0	7.65	29.5	13
1998-10-07	0	2.67	29.5	12.5
1998-10-08	0	5.32	25	13.5
1998-10-09	0	2.7	26.5	9
1998-10-10	0	5.46	26.5	8.5
1998-10-11	0	4.2	26	13
1998-10-12	0.5	4.71	24.5	10
1998-10-13	2	8.32	19.5	12.5
1998-10-14	0	6.63	25	11.5
1998-10-15	2.5	3.4	26	11
1998-10-16	0	1.91	25	12
1998-10-17	0	3.75	27.5	11
1998-10-18	0	4.35	25.5	12.5
1998-10-19	0	1.74	24	12.5
1998-10-20	0	6.38	25.5	12
1998-10-21	0	4.36	24.5	10.5
1998-10-22	0	8.65	24.5	9.5
1998-10-23	0	2.62	24	10.5
1998-10-24	0	0.75	25.5	9
1998-10-25	0	5.01	25.5	8.5
1998-10-26	0	4.32	25.5	9.5
1998-10-27	0	4.3	24.5	10.5
1998-10-28	0	2.67	27	9.5
1998-10-29	0	5.81	29	9
1998-10-30	2	2.89	29.5	9
1998-10-31	0	5.7	28	9.5
1998-11-01	0	4.98	29.5	8
1998-11-02	0	3.14	29	9
1998-11-03	0	5.32	28	5
1998-11-04	0	3.48	27	4
1998-11-05	0	3.62	26.5	4
1998-11-06	0	4.99	25.5	5.5
1998-11-07	0	3.82	27	4.5
1998-11-08	0	5.32	28	5
1998-11-09	0	5.61	26.5	7
1998-11-10	0	5.34	28.5	7.5
1998-11-11	3.5	3.95	25.5	7.5
1998-11-12	2	0.35	21	11.5
1998-11-13	0	3.95	24.5	10
1998-11-14	0	3.33	23	9.5
1998-11-15	0	3.67	23	9
1998-11-16	0	4.5	26	4
1998-11-17	0	2.98	26	5
1998-11-18	0	5.62	27	6
1998-11-19	0	3.71	27	6
1998-11-20	0	3.66	27.5	6
1998-11-21	0	4.5	26.5	6.5
1998-11-22	0	4.1	25	8.5
1998-11-23	0	3.82	25	7
1998-11-24	0	4.45	25	6
1998-11-25	0	2.75	24.5	10
1998-11-26	0	3.77	23	11.5
1998-11-27	0	5.49	24	7
1998-11-28	0	2.43	25	8
1998-11-29	0	4.43	26.5	6
1998-11-30	0	3.95	25	6.5
1998-12-01	0	3.84	21	7
1998-12-02	0	3.04	24	5
1998-12-03	0	7.53	25.5	4
1998-12-04	0	3.42	26.5	3.5
1998-12-05	0	5.23	27.5	3.5
1998-12-06	0	8.67	26	3.5
1998-12-07	0	2.4	26	6
1998-12-08	0	3.71	26.5	2
1998-12-09	0	4.79	25.5	2.5
1998-12-10	0	6.77	23.5	4.5
1998-12-11	0	3.76	23	5.5
1998-12-12	0	3.08	18	3
1998-12-13	0	1.53	19.5	-1
1998-12-14	0	3.36	21.5	0
1998-12-15	0	3.31	23	1.5
1998-12-16	0	2.73	22.5	1
1998-12-17	0	3.74	18	2.5
1998-12-18	0	2.11	22	4
1998-12-19	0	5.69	26	2
1998-12-20	0	2.66	22.5	2
1998-12-21	0	4.69	28	3.5
1998-12-22	0	3.37	23.5	4
1998-12-23	0	3.72	25	3.5
1998-12-24	0	3.31	23.5	5
1998-12-25	0	1.86	23.5	4.5
1998-12-26	0	3.47	24.5	1.5
1998-12-27	0	5.73	25	1.5
1998-12-28	0	2.37	24.5	2
1998-12-29	0	4.05	24	0.5
1998-12-30	0	3.88	26	0
1998-12-31	0	4.85	25	0
1999-01-01	0	4.93	22	2
1999-01-02	0	3.17	20	2
1999-01-03	0	6.73	24	0
1999-01-04	0	8.31	19	0
1999-01-05	0	0.69	19	1
1999-01-06	0	1.22	22	-3
1999-01-07	0	3.47	23.5	-2
1999-01-08	0	5.93	24.5	0.5
1999-01-09	0	6.24	22.5	2.5
1999-01-10	0	1.67	21.5	-1.5
1999-01-11	0	4.27	24.5	-1.5
1999-01-12	0	4.68	30	-2.5
1999-01-13	0	4.68	22	0
1999-01-14	0	3.85	23	0
1999-01-15	0	2.66	23	0
1999-01-16	0	4.42	21.5	2
1999-01-17	0	4.2	23	1.5
1999-01-18	0	4.63	25	0
1999-01-19	0	2.78	26	0
1999-01-20	0	5.19	27	0
1999-01-21	0	5.33	26	0
1999-01-22	0	4.95	25	3
1999-01-23	0	1.4	20	-3.5
1999-01-24	0	6.8	22.5	-4
1999-01-25	0	4.12	22.5	-4.5
1999-01-26	0	2.91	25.5	-2.5
1999-01-27	0	5.67	26.5	-2.5
1999-01-28	0	6.4	25	3.5
1999-01-29	0	5.97	24	9
1999-01-30	0	3.96	23	0
1999-01-31	0	3.59	27	0
1999-02-01	0	6.78	29.5	3
1999-02-02	0	3.26	28	4.5
1999-02-03	0	6.31	28	4
1999-02-04	0	3.98	27.5	4
1999-02-05	0	5.06	27.5	4.5
1999-02-06	0	4.78	28	6.5
1999-02-07	0	4.81	28.5	4
1999-02-08	0	5.23	28	3.5
1999-02-09	0	5.62	28	6
1999-02-10	0	5.55	28	6
1999-02-11	0	3.85	26.5	6
1999-02-12	15	11.14	15	9.5
1999-02-13	0	2.78	18	1
1999-02-14	0	4.65	24	-1
1999-02-15	0	5.98	27	0
1999-02-16	0	6.93	25	2
1999-02-17	0	5.48	26	2
1999-02-18	0	7.21	25	2
1999-02-19	0	3.64	16.5	2
1999-02-20	0	7.46	30	2.5
1999-02-21	0	4.13	27.5	5
1999-02-22	0	7.1	28	4.5
1999-02-23	0	5.09	27.5	5
1999-02-24	0	3.47	23.5	6.5
1999-02-25	0	5.76	28	5.5
1999-02-26	0	4.96	24.5	6
1999-02-27	0	9.19	27	7.5
1999-02-28	0	6.69	24.5	7
1999-03-01	0	6.78	27	5.5
1999-03-02	0	7.61	27	4
1999-03-03	0	6.19	27.5	3
1999-03-04	0	7.29	28.5	3.5
1999-03-05	0	7.45	29	4.5
1999-03-06	0	5.96	29.5	6
1999-03-07	0	9.09	29	6.5
1999-03-08	0	6.65	29	8
1999-03-09	0	6.97	30	4
1999-03-10	0	6.71	29	6
1999-03-11	0	2.14	28.5	5
1999-03-12	0	10.68	27.5	7.5
1999-03-13	0	8.44	27.5	6.5
1999-03-14	0	6.83	23	0.5
1999-03-15	0	5.9	27	2
1999-03-16	0	5.72	25.5	5
1999-03-17	0	5.8	23	6.5
1999-03-18	0	7.37	27.5	4
1999-03-19	0	7.61	28.5	4.5
1999-03-20	0	5.72	29.5	6.5
1999-03-21	0	6.3	28	7.5
1999-03-22	0	11.22	29.5	7
1999-03-23	0	9.72	28.5	7.5
1999-03-24	0	10.49	29.5	6.5
1999-03-25	0	7.62	29.5	7.5
1999-03-26	0	8.32	28	9.5
1999-03-27	0	8.79	24.5	8
1999-03-28	0	7.99	23	6.5
1999-03-29	0	6.88	25	4
1999-03-30	0	7.86	29.5	5
1999-03-31	0	8.75	30	6.5
1999-04-01	0	3.19	30	11
1999-04-02	0	10.08	28	12
1999-04-03	0	8.36	26	12
1999-04-04	0	9.33	27	12
1999-04-05	0	7.33	30	10
1999-04-06	0	8.94	33	10
1999-04-07	0	9.39	33.5	12
1999-04-08	0	10.18	35.5	11.5
1999-04-09	0	7.99	35	12.5
1999-04-10	0	9.3	34.5	12
1999-04-11	0	4.67	34.5	11.5
1999-04-12	0	9.54	28.5	11.5
1999-04-13	0	11.55	31.5	11.5
1999-04-14	0	11.35	30.5	11.5
1999-04-15	0	10.05	30	9.5
1999-04-16	0	8.42	29	10
1999-04-17	1	2.35	27	8
